ID,Cod_Esp_Gen,STRAP,STRAP_syn,nom,auteur,statut,detail,nom_FR,nom_EN,Ref,STRAP_prev,IML Collection,Maritimes,NAFO,NAFO _sp. pr._,COSTACA,NMFS,Plancton,TSN,AphiaID,ScientificName,Authority,Match type,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,Actions,CaRMS,OBIS,Brunel,IML,null_COBI,pas_en_GSL,GSLMF
1846,,,,Nematocarcinus cursor,"A. Milne Edwards, 1881",,,crevette (Nematocarcinus cursor),shrimp (Nematocarcinus cursor),SQ,,,,,,,,,96156,158366,Nematocarcinus cursor,"A. Milne-Edwards, 1881",exact,accepted,158366,Nematocarcinus cursor,"A. Milne-Edwards, 1881",Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,Nematocarcinus,,cursor,,1,,,,,,,,1,,
1847,623,8051,,Nematocarcinus ensifer,"(Smith, 1882)",,,crevette (Nematocarcinus ensifer),shrimp (Nematocarcinus ensifer),AC1,8051,,,,,,,,96154,107573,Nematocarcinus ensifer,"(Smith, 1882)",exact,accepted,107573,Nematocarcinus ensifer,"(Smith, 1882)",Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,Nematocarcinus,,ensifer,,1,,0,,,,,,1,,
1848,,,,Nematocarcinus rotundus,"Crosnier & Forest, 1973",,,crevette (Nematocarcinus rotundus),shrimp (Nematocarcinus rotundus),SQ,,,,,,,,,96155,158367,Nematocarcinus rotundus,"Crosnier & Forest, 1973",exact,accepted,158367,Nematocarcinus rotundus,"Crosnier & Forest, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,Nematocarcinus,,rotundus,,1,,,,,,,,1,,
1849,622,8050,,Nematocarcinus,"A. Milne Edwards, 1881",,,crevette (Nematocarcinus sp.),shrimp (Nematocarcinus sp.),SQ,8050,,,,,,,,96153,107015,Nematocarcinus,"A. Milne-Edwards, 1881",exact,accepted,107015,Nematocarcinus,"A. Milne-Edwards, 1881",Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,Nematocarcinus,,,,1,,,,,,,,1,,
1850,621,8049,,Nematocarcinidae,"Smith, 1884",,,crevette (Nematocarcinidae),shrimp (Nematocarcinidae),SQ,8049,,,,,,,,96152,106784,Nematocarcinidae,"Smith, 1884",exact,accepted,106784,Nematocarcinidae,"Smith, 1884",Animalia,Arthropoda,Malacostraca,Decapoda,Nematocarcinidae,,,,,1,,,,,,,,1,,
1851,683,8154,,Homarus americanus,"H. Milne Edwards, 1837",,,homard américain,berried lobster,SQ,8154,077_01001,2550,622,70,700,301,3011,97314,156134,Homarus americanus,"H. Milne Edwards, 1837",exact,accepted,156134,Homarus americanus,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,americanus,,1,,,,1,1,1,1,,,1
1852,683,8154,,Homarus americanus,"H. Milne Edwards, 1837",stade ontogénique,oeufs,homard américain oeuf,berried lobster,SQ,8154,077_01001,1315,,,,,3011,97314,156134,Homarus americanus,"H. Milne Edwards, 1837",exact,accepted,156134,Homarus americanus,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,americanus,,1,,,,1,1,1,1,,,1
1853,683,8154,,Homarus americanus,"H. Milne Edwards, 1837",stade ontogénique,larves,homard américain larve,berried lobster,SQ,8154,077_01001,2551,,,,,3011,97314,156134,Homarus americanus,"H. Milne Edwards, 1837",exact,accepted,156134,Homarus americanus,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,americanus,,1,,,,1,1,1,1,,,1
1854,683,8154,,Homarus americanus,"H. Milne Edwards, 1839",stade ontogénique,petit,homard américain court,berried lobster,SQ,8154,077_01001,2552,,,,,,97314,156134,Homarus americanus,"H. Milne Edwards, 1837",exact,accepted,156134,Homarus americanus,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,americanus,,1,,,,1,1,1,1,,,1
1855,683,8154,,Homarus americanus,"H. Milne Edwards, 1838",stade ontogénique,femelle oeuvée,homard américain oeuvé,berried lobster,SQ,8154,077_01001,2553,,,,,,97314,156134,Homarus americanus,"H. Milne Edwards, 1837",exact,accepted,156134,Homarus americanus,"H. Milne Edwards, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,americanus,,1,,,,1,1,1,1,,,1
1856,682,8153,,Homarus,"Weber, 1795",,,homard (Homarus sp.),lobster (Homarus sp.),SQ,8153,,,,,,,,97313,106862,Homarus,"Weber, 1795",exact,accepted,106862,Homarus,"Weber, 1795",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,,,,1,,,,,,,,1,,
1857,681,8152,,Nephropidae,"Dana, 1852",,,homard,lobsters,SQ,8152,,,,,,,,97307,106741,Nephropidae,"Dana, 1852",exact,accepted,106741,Nephropidae,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,,,,,1,,,,,,,,1,,
1858,,,,Oplophorus spinosus,"(Brullé, 1839)",,,crevette (Oplophorus spinosus),shrimp (Oplophorus spinosus),SQ,,,,,,,,,96145,107602,Oplophorus spinosus,"(Brullé, 1839)",exact,accepted,107602,Oplophorus spinosus,"(Brullé, 1839)",Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Oplophorus,,spinosus,,1,,0,,,,,,1,,
1859,,,,Oplophorus,,,,crevette (Oplophorus sp.),shrimp (Oplophorus sp.),,,,,,,,,,96141,107026,Oplophorus,"H. Milne Edwards, 1837 [in H. Milne Edwards, 1834-1840]",exact,accepted,107026,Oplophorus,"H. Milne Edwards, 1837 [in H. Milne Edwards, 1834-1840]",Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Oplophorus,,,,1,,,,,,,,1,,
1860,,,,Systellaspis debilis,"(A. Milne Edwards, 1881)",,,crevette (Systellaspis debilis),shrimp (Systellaspis debilis),SQ,,,,,,,,,96139,107605,Systellaspis debilis,"(A.Milne-Edwards, 1881)",exact,accepted,107605,Systellaspis debilis,"(A.Milne-Edwards, 1881)",Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Systellaspis,,debilis,,1,,0,,,,,,1,,
1861,,,,Systellaspis,,,,crevette (Systellaspis sp.),shrimp (Systellaspis sp.),,,,,,,,,,96135,107027,Systellaspis,"Spence Bate, 1888",exact,accepted,107027,Systellaspis,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Systellaspis,,,,1,,,,,,,,1,,
1862,615,8038,,Oplophoridae,"Dana, 1852",,,crevette (Oplophoridae),deepsea shrimp,SQ,8038,,,,,,,,96107,106786,Oplophoridae,"Dana, 1852",exact,accepted,106786,Oplophoridae,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Oplophoridae,,,,,1,,,,,,,,1,,
1863,720,8213,,Chionoecetes opilio,"(O. Fabricius, 1788)",,,crabe des neiges,snow crab,SQ,8213,079_00701,2526,610,,705,325,3222,98428,107315,Chionoecetes opilio,"(O. Fabricius, 1788)",exact,accepted,107315,Chionoecetes opilio,"(O. Fabricius, 1788)",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,,opilio,,1,,,,1,1,1,1,,,1
1864,719,8212,,Chionoecetes,"Krøyer, 1838",,,crabe des neiges,Tanner crab,SQ,8212,,2522,,,,,3220,98427,106898,Chionoecetes,"Krøyer, 1838",exact,accepted,106898,Chionoecetes,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,,,,1,,,,,,,,1,,
1865,722,8217,,Hyas araneus,"(Linnaeus, 1758)",,,crabe araignée,toad crab,SQ,8217,079_02102,2527,,,,,3231,98426,107322,Hyas araneus,"(Linnaeus, 1758)",exact,accepted,107322,Hyas araneus,"(Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,,araneus,,1,,,,1,1,1,1,,,1
1866,723,8218,,Hyas coarctatus,"Leach, 1815",revision,,crabe lyre arctique,Arctic lyre crab,SQ,8218,079_02101,2521,,,,,3232,98423,107323,Hyas coarctatus,"Leach, 1816",exact,accepted,107323,Hyas coarctatus,"Leach, 1816",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,,coarctatus,,1,,,,1,1,1,1,,,1
1867,2238,8219,,Hyas alutaceus,,,,,,,,079_02103,,,,,,,,442166,Hyas alutaceus,"J.F. Brandt in von Middendorf, 1851",exact,accepted,442166,Hyas alutaceus,"J. F. Brandt in Middendorf, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,,alutaceus,,1,,,,1,,,,,,1
1868,721,8216,,Hyas,"Leach, 1814",,,crabe lyre,lyre crab,SQ,8216,079A_02100,2520,,,,,3230,98421,106903,Hyas,"Leach, 1814",exact,accepted,106903,Hyas,"Leach, 1814",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,,,,1,,,,,,,,1,,
1869,718,8211,,Oregoniidae,"Samouelle, 1819",,,crabe araignées,spider crab,AC2,8211,,2519,,,,317,,621704,368557,Oregoniidae,"Garth, 1958",exact,accepted,368557,Oregoniidae,"Garth, 1958",Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,,,,,1,,,,,,,,1,,
1870,740,8235,,Ovalipes ocellatus,"(Herbst, 1799)",,,crabe calico,lady crab,SQ,8235,079_03501,,,,,,,98714,158434,Ovalipes ocellatus,"(Herbst, 1799)",exact,accepted,158434,Ovalipes ocellatus,"(Herbst, 1799)",Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Ovalipes,,ocellatus,,1,,,,1,1,1,1,,,1
1871,739,8234,,Ovalipes,"Rathbun, 1898",,,crabe calico,lady crab,SQ,8234,,2538,,,,,,98710,158433,Ovalipes,"Rathbun, 1898",exact,accepted,158433,Ovalipes,"Rathbun, 1898",Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Ovalipes,,,,1,,,,,,,,1,,
1872,698,8179,,Pagurus acadianus,"Benedict, 1901",,,bernard l'ermite acadien,Acadian hermit crab,SQ,8179,078_02303,2562,,,,,,97803,158400,Pagurus acadianus,"Benedict, 1901",exact,accepted,158400,Pagurus acadianus,"Benedict, 1901",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,acadianus,,1,,,,1,1,1,1,,,1
1873,699,8182,,Pagurus arcuatus,"Squires, 1964",,,bernard l'ermite chevelu,hairy hermit crab,SQ,8182,078_02302,2568,,,,,,97810,158402,Pagurus arcuatus,"Squires, 1964",exact,accepted,158402,Pagurus arcuatus,"Squires, 1964",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,arcuatus,,1,,,,1,1,1,1,,,1
1874,700,8183,,Pagurus kroyeri,"Stimpson, 1859",non-valide,,bernard l'ermite (Pagurus kroyeri),hermit crab (Pagurus kroyeri),SQ,8183,078_02301,2563,,,,,,97806,412376,Pagurus kroyeri,"(Stimpson, 1859)",exact,unaccepted,107240,Pagurus pubescens,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,kroyeri,,1,,,,,,,,1,,
1875,701,8184,,Pagurus longicarpus,"Say, 1817",,,bernard l'ermite à long bras,longwrist hermit crab,SQ,8184,,,,,,,,97807,158403,Pagurus longicarpus,"Say, 1817",exact,accepted,158403,Pagurus longicarpus,"Say, 1817",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,longicarpus,,1,,,,,1,1,1,,,1
1876,702,8181,,Pagurus politus,"(Smith, 1882)",,,bernard l'ermite (Pagurus politus),hermit crab (Pagurus politus),SQ,8181,,2558,,,,,,97808,158404,Pagurus politus,"(Smith, 1882)",exact,accepted,158404,Pagurus politus,"(Smith, 1882)",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,politus,,1,,,,,,,,1,,
1877,703,8180,,Pagurus pubescens,"Krøyer, 1838",,,bernard l'hermite pubescent,pubescent hermit crab,SQ,8180,078_02301,2564,,,,,,97811,107240,Pagurus pubescens,"Krøyer, 1838",exact,accepted,107240,Pagurus pubescens,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,pubescens,,1,,,,1,1,1,1,,,1
1878,697,8178,,Pagurus,"Fabricius, 1775",,,bernard l'ermite droitier (Pagurus sp.),hermit crab (Pagurus sp.),SQ,8178,078_02300,2561,,,,,,97775,106854,Pagurus,"Fabricius, 1775",exact,accepted,106854,Pagurus,"Fabricius, 1775",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,,,,1,,,,,,,,1,,
1879,696,8177,,Paguridae,"Latreille, 1803",,,bernard l'ermite,hermit crab egg,SQ,8177,078A_00000,2559,,,,,,97774,106738,Paguridae,"Latreille, 1802",exact,accepted,106738,Paguridae,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,,,,1,,,,,,,,1,,
1880,696,8177,,Paguridae,"Latreille, 1803",stade ontogénique,oeufs,bernard l'ermite oeuf,hermit crab egg,SQ,,078A_00000,1316,,,,,,97774,106738,Paguridae,"Latreille, 1802",exact,accepted,106738,Paguridae,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,,,,,1,,,,,,,,1,,
1881,,,,Leander adspersus,,,,,,,,,,,,,,,,874273,Leander adspersus,"Ortmann, 1894",exact,unaccepted,107613,Palaemon adspersus,,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leander,,adspersus,,,,,,,1,,,,,
1882,,,,Leander tenuicornis,"(Say, 1818)",,,crevette (Leander tenuicornis),brown grass shrimp,SQ,,,,,,,,,96215,107612,Leander tenuicornis,"(Say, 1818)",exact,accepted,107612,Leander tenuicornis,"(Say, 1818)",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leander,,tenuicornis,,1,,0,,,,,,1,,
1883,,,,Leander,,,,crevette (Leander sp.),shrimp (Leander sp.),,,,,,,,,,96214,107031,Leander,"Desmarest, 1849",exact,accepted,107031,Leander,"Desmarest, 1849",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leander,,,,1,0,0,,,,,,1,,
1884,,,,Macrobrachium,"Bate, 1868",,,crevette (Macrobrachium sp.),river shrimps,SQ,,,,,,,,,96220,156892,Macrobrachium,"Spence Bate, 1868",exact,accepted,156892,Macrobrachium,"Spence Bate, 1868",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,,,,1,1,1,,,,,,1,,
1885,,8060,,Palaemon adspersus,,,,,,,,,,,,,,,96478,107613,Palaemon adspersus,"Rathke, 1837",exact,accepted,107613,Palaemon adspersus,"Rathke, 1837",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Leander,,adspersus,,,,,,,,,,1,,1
1886,,8059,,Palaemon,,,,,,,,,,,,,,,96449,107032,Palaemon,"Weber, 1795",exact,accepted,107032,Palaemon,"Weber, 1795",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,,,,,,,,,,,,1,,
1887,631,8064,,Palaemonetes pugio,"Holthuis, 1949", ,,bouquet (Palaemonetes pugio),daggerblade grass shrimp,SQ,8064,,,,,,,,96390,158370,Palaemonetes pugio,"Holthuis, 1949",exact,unaccepted,932401,Palaemon pugio,"(Holthuis, 1949)",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,,pugio,,,,,,,,1,1,,,
1888,632,8065,,Palaemonetes vulgaris,"(Say, 1818)", ,,bouquet des marais,marsh shrimp,SQ,8065,,2245,,,,,,96391,158371,Palaemonetes vulgaris,"(Say, 1818)",exact,unaccepted,932406,Palaemon vulgaris,"Say, 1818",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,,vulgaris,,,,,,,1,1,1,,,
1889,630,8063,,Palaemonetes,"Heller, 1869", ,,bouquet,grass shrimps,SQ,8063,,,,,,,,96383,107034,Palaemonetes,"Heller, 1869",exact,unaccepted,107032,Palaemon,"Weber, 1795",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes,,,,1,1,1,,,,,,1,,
1890,629,8062,,Palaemonidae,"Rafinesque, 1815",,,crevette (Palaemonidae),shrimp (Palaemonidae),SQ,8062,,2240,,,,,,96213,106788,Palaemonidae,"Rafinesque, 1815",exact,accepted,106788,Palaemonidae,"Rafinesque, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,,,,1,,,,,,,,1,,
1891,663,8113,,Atlantopandalus propinqvus,"(G.O. Sars, 1870)",,,crevette (Atlantopandalus propinquus),shrimp (Atlantopandalus propinquus),ITIS,8113,075_02103,2213,,,,,2423,621752,158351,Atlantopandalus propinqvus,"(Sars G.O., 1870)",exact,accepted,158351,Atlantopandalus propinqvus,"(Sars G.O., 1870)",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,,propinqvus,,1,,,,1,1,,1,,,1
1892,,,,Atlantopandalus,"Komai, 1999",,,crevette (Atlantopandalus sp.),shrimp (Atlantopandalus),ITIS,,,,,,,,,621746,158350,Atlantopandalus,"Komai, 1999",exact,accepted,158350,Atlantopandalus,"Komai, 1999",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,,,,,,,,,,,,1,,
1893,659,8108,,Dichelopandalus leptocerus,"(Smith, 1881)",,,crevette (Dichelopandalus leptocerus),bristled longbeak shrimp,SQ,8108,075_02121,2214,,,,,2411,97000,158356,Dichelopandalus leptocerus,"(Smith, 1881)",exact,accepted,158356,Dichelopandalus leptocerus,"(Smith, 1881)",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Dichelopandalus,,leptocerus,,1,,,,,1,1,1,,,1
1894,658,8107,,Dichelopandalus,"Caullery, 1896",,,crevette (Dichelopandalus sp.),longbeak shrimps,SQ,8107,,2215,,,,,2410,96999,107041,Dichelopandalus,"Caullery, 1896",exact,accepted,107041,Dichelopandalus,"Caullery, 1896",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Dichelopandalus,,,,1,,,,,,,,1,,
1895,661,8111,,Pandalus borealis,"Krøyer, 1838",,,crevette nordique,northern shrimp,SQ,8111,075_02102,2211,632,,,,2421,96967,107649,Pandalus borealis,"Krøyer, 1838",exact,accepted,107649,Pandalus borealis,"Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,borealis,,1,,0,,1,1,1,1,,,1
1896,662,8112,,Pandalus montagui,"Leach, 1814",doublon désuet,,crevette ésope,striped pink shrimp,SQ,,075_02101,2212,633,,,,2422,96971,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",exact,accepted,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,montagui,,1,,0,,1,1,1,1,,,1
1897,662,8112,,Pandalus montagui,"Leach, 1814",doublon désuet,,crevette ésope,striped pink shrimp,SQ,,075_02101,2212,633,,,,2491,96971,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",exact,accepted,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,montagui,,1,,0,,1,1,1,1,,,1
1898,662,8112,,Pandalus montagui,"Leach, 1814",,,crevette ésope,striped pink shrimp,SQ,8112,075_02101,2212,633,,,,2425,96971,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",exact,accepted,107651,Pandalus montagui,"Leach, 1814 [in Leach, 1813-1814]",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,montagui,,1,,0,,1,1,1,1,,,1
1899,,,,Pandalus propinquus,,,,,,,,,,,,,,,96986,493849,Pandalus propinquus,"Sars, 1870",exact,unaccepted,158351,Atlantopandalus propinqvus,,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,propinquus,,,,,,,1,1,,,,
1900,,,,Pandalus propinqvus,"G.O. Sars, 1869",non-valide,,crevette (Pandalus propinquus),shrimp (Pandalus propinquus),SQ,8113,,,,,,,,,107652,Pandalus propinqvus,"G.O. Sars, 1870",exact,unaccepted,107652,Pandalus propinqvus,"G.O. Sars, 1870",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,propinquus,,,,,,,,,,1,,1
1901,660,8110,,Pandalus,"Leach, 1814",,,crevette,boreal red shrimps,SQ,8110,075_02100,2210,639,,702,,2420,96966,107044,Pandalus,"Leach, 1814 [in Leach, 1813-1814]",exact,accepted,107044,Pandalus,"Leach, 1814 [in Leach, 1813-1814]",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,,,,1,,,,,,,,1,,
1902,1997,8114,,Plesionika martia,"(A. Milne-Edwards, 1883)",,,crevette dorée,golden shrimp,ITIS,,075_02501,,,,,,,97020,107661,Plesionika martia,"(A. Milne-Edwards, 1883)",exact,accepted,107661,Plesionika martia,"(A. Milne-Edwards, 1883)",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,,martia,,1,,,,,,,1,,,1
1903,,,,Plesionika,"Bate, 1888",,,,,ITIS,,,,,,,,,97017,107046,Plesionika,"Spence Bate, 1888",exact,accepted,107046,Plesionika,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Plesionika,,,,1,,,,,,,,1,,
1904,,,,Stylopandalus richardi,"(Coutières, 1905)",,,crevette (Stylopandalus richardi),shrimp (Stylopandalus richardi),SQ,,,,,,,,,97081,107665,Stylopandalus richardi,"(Coutière, 1905)",exact,accepted,107665,Stylopandalus richardi,"(Coutière, 1905)",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Stylopandalus,,richardi,,1,,0,,,,,,1,,
1905,,,,Stylopandalus,,,,(Stylopandalus sp.),(Stylopandalus sp.),,,,,,,,,,97080,107047,Stylopandalus,"Coutière, 1905",exact,accepted,107047,Stylopandalus,"Coutière, 1905",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Stylopandalus,,,,1,,,,,,,,1,,
1906,657,8106,,Pandalidae,"Dana, 1852",,,crevette (Pandalidae),shrimp egg (Pandalidae),SQ,8106,,2200,,,,,2400,96965,106789,Pandalidae,"Haworth, 1825",exact,accepted,106789,Pandalidae,"Haworth, 1825",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,,,,,1,,,,,,,,1,,
1907,657,8106,,Pandalidae,"Dana, 1852",stade ontogénique,oeufs,crevette pandalidée oeuf,shrimp egg (Pandalidae),SQ,8106,,1311,,,,,2400,96965,106789,Pandalidae,"Haworth, 1825",exact,accepted,106789,Pandalidae,"Haworth, 1825",Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,,,,,1,,,,,,,,1,,
1908,745,8244,,Dyspanopeus sayi,"(S. I. Smith, 1869)",,,crabe (Dyspanopeus sayi),crab (Dyspanopeus sayi),ITIS,8244,079_03601,,,,,,,98901,107412,Dyspanopeus sayi,"(Smith, 1869)",exact,accepted,107412,Dyspanopeus sayi,"(Smith, 1869)",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,,sayi,,1,,,,,1,1,1,,,1
1909,,,,Dyspanopeus,,,,crabe (Dyspanopeus sp.),crab (Dyspanopeus sp.),ITIS,,,,,,,,,98900,106936,Dyspanopeus,"Martin & Abele, 1986",exact,accepted,106936,Dyspanopeus,"Martin & Abele, 1986",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Dyspanopeus,,,,1,,,,,,,,1,,
1910,,,,Neopanope sayi,"(Smith, 1869)",non-valide,,crabe (Neopanope sayi),crab (Neopanope sayi),SQ,8244,,,,,,,,98775,148485,Neopanope sayi,(Smith),exact,unaccepted,107412,Dyspanopeus sayi,"(Smith, 1869)",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Neopanope,,sayi,,1,,,,,,,,1,,
1911,744,8243,,Neopanope,"H. Milne Edwards, 1800",,,crabe (Neopanope sp.),crab (Neopanope sp.),SQ,8243,,,,,,,,98770,148439,Neopanope,"A. Milne-Edwards, 1880",exact,accepted,148439,Neopanope,"A. Milne-Edwards, 1880",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Neopanope,,,,1,,,,,,,,1,,
1912,747,8247,,Rhithropanopeus harrisii,"(Gould, 1841)",,,crabe (Rhithropanopeus harrisii),Harris mud crab,BBL,8247,,,,,,,,98790,107414,Rhithropanopeus harrisii,"(Gould, 1841)",exact,accepted,107414,Rhithropanopeus harrisii,"(Gould, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,,harrisii,,1,,,,,,1,1,,,1
1913,746,8246,,Rhithropanopeus,"Rathbun, 1898",,,crabe (Rhithropanopeus sp.),mud crab (Rhithropanopeus sp.),SQ,8246,,,,,,,,98789,106938,Rhithropanopeus,"Rathbun, 1898",exact,accepted,106938,Rhithropanopeus,"Rathbun, 1898",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,,,,1,,,,,,,,1,,
1914,711,8192,,Parapagurus pilosimanus,"Smith, 1879",,,bernard l'ermite des prof. (P. pilosimanus),deepwater hermit crab (Parapagurus pilosimanus),SQ,8192,,,,,,,,98218,107248,Parapagurus pilosimanus,"Smith, 1879",exact,accepted,107248,Parapagurus pilosimanus,"Smith, 1879",Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Parapagurus,,pilosimanus,,1,,,,,,,,1,,
1915,710,8191,,Parapagurus,"Smith, 1879",,,bernard l'ermite des prof. (Parapagurus sp.),deepwater hermit crab (Parapagurus sp.),SQ,8191,,,,,,,,98217,106858,Parapagurus,"Smith, 1879",exact,accepted,106858,Parapagurus,"Smith, 1879",Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae,Parapagurus,,,,1,,,,,,,,1,,
1916,709,8190,,Parapaguridae,"Smith, 1882",,,bernard l'ermite des profondeurs,deepwater hermit crab,SQ,8190,,,,,,,,98216,106739,Parapaguridae,"Smith, 1882",exact,accepted,106739,Parapaguridae,"Smith, 1882",Animalia,Arthropoda,Malacostraca,Decapoda,Parapaguridae,,,,,1,,,,,,,,1,,
1917,,,,Parapasiphae sulcatifrons,"S. I. Smith, 1884",,,sivade recourbé ?,grooveback shrimp,ITIS,,075_03001,,,,,,,96185,107673,Parapasiphae sulcatifrons,"Smith, 1884",exact,accepted,107673,Parapasiphae sulcatifrons,"Smith, 1884",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Parapasiphae,,sulcatifrons,,1,,0,,,,,,1,,
1918,,,,Parapasiphae,,,,sivade (Parapasiphea sp.),glass shrimp (Parapasiphea sp.),,,,,,,,,,96184,107051,Parapasiphae,"Smith, 1884",exact,accepted,107051,Parapasiphae,"Smith, 1884",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Parapasiphae,,,,1,,,,,,,,1,,
1919,626,8057,,Pasiphaea multidentata,"Esmarck, 1866",,,sivade rose,pink glass shrimp,SQ,8057,075_02301,2221,,,,,2511,96166,107676,Pasiphaea multidentata,"Esmark, 1866",exact,accepted,107676,Pasiphaea multidentata,"Esmark, 1866",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,,multidentata,,1,,0,,1,1,1,1,,,1
