ID,Cod_Esp_Gen,STRAP,STRAP_syn,nom,auteur,statut,detail,nom_FR,nom_EN,Ref,STRAP_prev,IML Collection,Maritimes,NAFO,NAFO _sp. pr._,COSTACA,NMFS,Plancton,TSN,AphiaID,ScientificName,Authority,Match type,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,Actions,CaRMS,OBIS,Brunel,IML,null_COBI,pas_en_GSL,GSLMF
1920,627,8058,,Pasiphaea princeps,"Smith, 1884",,,sivade (Pasiphaea princeps),glass shrimp (Pasiphaea princeps),WoRMS,8058,,,,,,,,96164,240807,Pasiphaea princeps,"Smith, 1884",exact,accepted,240807,Pasiphaea princeps,"Smith, 1884",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,,princeps,,1,,0,,,,,,1,,
1921,628,8056,,Pasiphaea tarda,"Krøyer, 1845",,,sivade écarlate,crimson pasiphaeid,SQ,8056,075_02303,2220,,,,,,96165,107678,Pasiphaea tarda,"Krøyer, 1845",exact,accepted,107678,Pasiphaea tarda,"Krøyer, 1845",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,,tarda,,1,,0,,1,1,1,1,,,1
1922,625,8055,,Pasiphaea,"Savigny, 1816",,,sivade (Pasiphaea sp.),glass shrimp (Pasiphaea sp.),SQ,8055,,,,,,,2510,96162,107052,Pasiphaea,"Savigny, 1816",exact,accepted,107052,Pasiphaea,"Savigny, 1816",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,,,,1,,,,,,,,1,,
1923,624,8054,,Pasiphaeidae,"Dana, 1852",,,sivade (Pasiphaeidae),glass shrimp,SQ,8054,,2219,,,,,2500,96161,106790,Pasiphaeidae,"Dana, 1852",exact,accepted,106790,Pasiphaeidae,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,,,,,1,,,,,,,,1,,
1924,,,,Pinnotheres,"Latreille, 1802",,,crabe (Pinnotheres sp.),crab (Pinnotheres sp.),ITIS,,,,,,,,,98974,106976,Pinnotheres,"Bosc, 1801",exact,accepted,106976,Pinnotheres,"Bosc, 1801",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,,,,1,,,,,,,,1,,
1925,,,,Zaops ostreum,"Say, 1817",non-valide,,crabe (Zaops ostreum),crab (Zaops ostreum),ITIS,,,,,,,,,621737,158465,Zaops ostreum,"(Say, 1817)",exact,unaccepted,445250,Zaops ostreus,"(Say, 1817)",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Zaops,,ostreum,,,,,,,,1,1,,,
1926,,,,Zaops,"Rathbun, 1990",,,,,ITIS,,,,,,,,,621714,158464,Zaops,"Rathbun, 1900",exact,accepted,158464,Zaops,"Rathbun, 1900",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Zaops,,,,1,,,,,,,,1,,
1927,,,,Pinnotheridae,"De Haan, 1833",,,crabe (Pinnotheridae),crab (Pinnotheridae),ITIS,,,,,,,,,98964,106775,Pinnotheridae,"De Haan, 1833",exact,accepted,106775,Pinnotheridae,"De Haan, 1833",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,,,,,1,,,,,,,,1,,
1928,,,,Pisidae,"Dana, 1851",,,crabe (Pisidae),crab (Pisidae sp.),AC2,,,,,,,,,621491,158438,Pisidae,"Dana, 1851",exact,accepted,158438,Pisidae,"Dana, 1851",Animalia,Arthropoda,Malacostraca,Decapoda,Pisidae,,,,,,,,,,,,,1,,
1929,,,,Bathynectes superba,"(Costa, 1853)",non-valide,,crabe (Bathynectes superba),portunid crab (Bathynectes superba),ITIS,,,6006,,,,,,98693,582150,Bathynectes superba,"(Costa, 1853)",exact,unaccepted,107377,Bathynectes maravigna,"(Prestandrea, 1839)",Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Bathynectes,,superba,,,,,,,,,,1,,
1930,,,,Bathynectes,"Stimpson, 1871",,,crabe (Bathynectes sp.),crab (Bathynectes sp.),WoRMS,,,,,,,,,,106920,Bathynectes,"Stimpson, 1871",exact,accepted,106920,Bathynectes,"Stimpson, 1871",Animalia,Arthropoda,Malacostraca,Decapoda,Polybiidae,Bathynectes,,,,,,,,,,,,1,,
1931,692,8150,,Pentacheles laevis,"Bate, 1878",,,decapode (Pentacheles granulatus),(Pentacheles granulatus),ITIS,8150,,,,,,,,660110,382979,Pentacheles laevis,"Bate, 1878",exact,accepted,382979,Pentacheles laevis,"Bate, 1878",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Pentacheles,,laevis,,1,,,,,,,,1,,
1932,,,,Pentacheles,"Bate, 1878",,,(Pentacheles sp.),(Pentacheles sp.),ITIS,,,,,,,,,660100,238402,Pentacheles,"Bate, 1878",exact,accepted,238402,Pentacheles,"Bate, 1878",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Pentacheles,,,,1,,,,,,,,1,,
1933,,,,Polycheles granulatus,"Faxon, 1893",non-valide,,(Polycheles granulatus),(Polycheles granulatus),SQ,8150,,,,,,,,97690,107695,Polycheles granulatus,"Faxon, 1893",exact,unaccepted,382979,Pentacheles laevis,"Bate, 1878",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Polycheles,,granulatus,,1,,,,,,,,1,,
1934,694, ,8145,Polycheles sculptus,"S.I. Smith, 1880",synonyme code doublé,,decapode (Polycheles sculpta),(Polycheles sculpta),ITIS,8145,076_00101,,,,,,,660116,183356,Polycheles sculptus,"Smith, 1880",exact,unaccepted,107700,Stereomastis sculpta,"(Smith, 1880)",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Polycheles,,sculptus,,1,,,,,,,,1,,
1935,691,8149,,Polycheles,"Heller, 1862",,,decapode (Polycheles sp.),(Polycheles sp.),SQ,8149,076_00100,,,,,,,97687,107056,Polycheles,"Heller, 1862",exact,accepted,107056,Polycheles,"Heller, 1862",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Polycheles,,,,1,,,,,,,,1,,
1936,694,8145,,Stereomastis sculpta,"(Smith, 1880)",,,(Stereomastis sculpta),(Stereomastis sculpta),WoRMS,8145,076_00102,,,,,,,97686,107700,Stereomastis sculpta,"(Smith, 1880)",near_2,accepted,107700,Stereomastis sculpta,"(Smith, 1880)",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Stereomastis,,sculpta,,1,,,,,,,,1,,
,,,,Stereomastis nana,"(Smith, 1884)",,,,,,,076_00103,,,,,,,,107699,Stereomastis nana,"(Smith, 1884)",exact,accepted,107699,Stereomastis nana,"(Smith, 1884)",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Stereomastis,,nana,,,,,,,,,,,,
1937,693,8144,,Stereomastis,"Bate, 1888",non-valide,,decapode (Stereomastis sp.),(Stereomastis sp.),SQ,8144,,,,,,,,97684,107057,Stereomastis,"Spence Bate, 1888",exact,accepted,107057,Stereomastis,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,Stereomastis,,,,1,,,,,,,,1,,
1938,690,8143,,Polychelidae,"Wood-Mason, 1874",,,decapode (Polychelidae),(Polychelidae),SQ,8143,,,,,,,,97683,106793,Polychelidae,"Wood-Mason, 1875",exact,accepted,106793,Polychelidae,"Wood-Mason, 1875",Animalia,Arthropoda,Malacostraca,Decapoda,Polychelidae,,,,,1,,,,,,,,1,,
1939,,,,Callinectes sapidus,"Rathbun, 1896",,,crabe bleu,blue crab,SQ,,,2512,604,,,314,,98696,107379,Callinectes sapidus,"Rathbun, 1896",exact,accepted,107379,Callinectes sapidus,"Rathbun, 1896",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,sapidus,,1,,,,,,,,1,,
1940,,,,Callinectes,,,,crabe (Callinectes sp.),crab (Callinectes sp.),,,,,,,,,,98695,106921,Callinectes,"Stimpson, 1860",exact,accepted,106921,Callinectes,"Stimpson, 1860",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,,,1,,,,,,,,1,,
1941,742,8239,,Portunus sayi,"(Gibbes, 1850)",,,crabe des sargasses,sargassum swimming crab,SQ,8239,,,,,,,,98719,107405,Portunus (Portunus) sayi,"(Gibbes, 1850)",exact_subgenus,accepted,107405,Portunus (Portunus) sayi,"(Gibbes, 1850)",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunus,Portunus,sayi,,1,,,,,,,,1,,
1942,741,8238,,Portunus,"Weber, 1795",,,crabe des sargasses,swimming crab,SQ,8238,,,,,,,,98717,106930,Portunus,"Weber, 1795",exact,accepted,106930,Portunus,"Weber, 1795",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunus,,,,1,,,,,,,,1,,
1943,736,8230,,Portunidae,"Rafinesque, 1815",,,crabe (Portunidae),swimming crab,SQ,8230,,2515,,,,,,98689,106763,Portunidae,"Rafinesque, 1815",exact,accepted,106763,Portunidae,"Rafinesque, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,,,,,1,,,,,,,,1,,
1944,,,,Lyreidus,,,,crabe (Lyreidus sp.),crab (Lyreidus sp.),,,,,,,,,,98401,205465,Lyreidus,"De Haan, 1841",exact,accepted,205465,Lyreidus,"De Haan, 1841",Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Lyreidus,,,,1,,,,,,,,1,,
1945,,,,Lysirude nitidus,"(Smith, 1881)",,,crabe (Lysirude nitidus),longleg frog crab,ITIS,,,2533,,,,,,621721,421899,Lysirude nitidus,"(A. Milne-Edwards, 1880)",exact,accepted,421899,Lysirude nitidus,"(A. Milne-Edwards, 1880)",Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Lysirude,,nitidus,,1,,,,,,,,1,,
1946,,,,Lysirude,"Goeck, 1985",,,crabe (Lysirude sp.),crab (Lysirude sp.),ITIS,,,,,,,,,621707,415589,Lysirude,"Goeke, 1985",exact,accepted,415589,Lysirude,"Goeke, 1985",Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,Lysirude,,,,1,,,,,,,,1,,
1947,,,,Raninidae,,,,crabe (Raninidae),frog crab,AC1,,,,,,,,,98400,106771,Raninidae,"De Haan, 1839",exact,accepted,106771,Raninidae,"De Haan, 1839",Animalia,Arthropoda,Malacostraca,Decapoda,Raninidae,,,,,1,,,,,,,,1,,
1948,613,8033,,Eusergestes arcticus,"(Krøyer, 1859)",,,sergestidé arctique,arctic sergestid,WoRMS,8033,074_00501,,,,,,,,515738,Eusergestes arcticus,"(Krøyer, 1855)",exact,accepted,515738,Eusergestes arcticus,"(Krøyer, 1855)",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,,arcticus,,1,,0,,,1,,1,,,1
1949,613, ,8033,Sergestes arcticus,"Krøyer, 1859",synonyme code doublé,,sergestidé arctique,arctic sergestid,SQ,8033,074_00501,,,,,,,95921,107125,Sergestes arcticus,"Krøyer, 1855",exact,unaccepted,515738,Eusergestes arcticus,"(Krøyer, 1855)",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,,arcticus,,1,,,,,,,,1,,
1950,612,8032,,Sergestes,"H. Milne Edwards, 1830",,,crevette (Sergestes sp.),shrimp (Sergestes sp.),SQ,8032,,,,,,,,95919,106829,Sergestes,"H. Milne Edwards, 1830",exact,accepted,106829,Sergestes,"H. Milne Edwards, 1830",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,,,,1,,,,,,,,1,,
1951,1776,8034,,Sergia,"Nasonova, 1923",,,crevette (Sergia sp.),shrimp (Sergia sp.),,,,,,,,,,,106830,Sergia,"Stimpson, 1860",exact,accepted,106830,Sergia,"Stimpson, 1860",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestes,,,,,,,,,,,,1,,
1952,1777,8035,,Sergia robusta,"(Smith, 1882)",,,sergestidé écarlate,scarlet sergestid,SQ,,074_00401,,,,,,,95948,107136,Sergia robusta,"(Smith, 1882)",exact,accepted,107136,Sergia robusta,"(Smith, 1882)",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergia,,robusta,,1,,0,,1,1,,1,,,1
1953,611,8031,,Sergestidae,"Dana, 1852",,,crevette (Sergestidae),shrimp (Sergestidae),SQ,8031,,,,,,,2120,95887,106731,Sergestidae,"Dana, 1852",exact,accepted,106731,Sergestidae,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,,,,,1,,,,,,,,1,,
1954,1998,8028,,Hymenopenaeus debilis,"S. I. Smith, 1882",,,crevette débile,shrimp ((Hymenopenaeus debilis),ITIS,,075_03501,,,,,,,95979,107117,Hymenopenaeus debilis,"Smith, 1882",exact,accepted,107117,Hymenopenaeus debilis,"Smith, 1882",Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Hymenopenaeus,,debilis,,1,,0,,,,,1,,,1
1955,,,,Hymenopenaeus,"Smith, 1882",,,crevette (Hymenopenaeus sp.),shrimp ((Hymenopenaeus sp.),ITIS,,,,,,,,,95977,106825,Hymenopenaeus,"Smith, 1882",exact,accepted,106825,Hymenopenaeus,"Smith, 1882",Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Hymenopenaeus,,,,1,,,,,,,,1,,
1956,,,,Pleoticus robustus,"(Smith, 1885)",,,crevette (Pleoticus robustus),shrimp (Pleoticus robustus),SQ,,075_03301,,,,,,,95966,158338,Pleoticus robustus,"(Smith, 1885)",exact,accepted,158338,Pleoticus robustus,"(Smith, 1885)",Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Pleoticus,,robustus,,1,,0,pour valider,,,,,1,,
1957,,,,Pleoticus,"Bate, 1888",,,crevette (Pleoticus sp.),shrimp (Pleoticus sp.),ITIS,,,,,,,,,95965,158337,Pleoticus,"Spence Bate, 1888",exact,accepted,158337,Pleoticus,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Pleoticus,,,,1,,,pour valider,,,,,1,,
1958,,,,Solenoceridae,"Smith, 1885",,,crevette (Solenoceridae),solenocerid shrimp,ITIS,,,,,,,,,95954,106729,Solenoceridae,"Wood-Mason in Wood-Mason & Alcock, 1891",exact,accepted,106729,Solenoceridae,"Wood-Mason in Wood-Mason & Alcock, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,,,,,1,,,,,,,,1,,
1959,639,8075,,Eualus fabricii,"(Krøyer, 1842)",,,bouc Arctique,Arctic eualid egg,SQ,8075,075_00901,2332,,,,,2321,96805,158357,Eualus fabricii,"(Krøyer, 1841)",exact,accepted,158357,Eualus fabricii,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,fabricii,,1,,,,1,1,1,1,,,1
1960,639,8075,,Eualus fabricii,"(Krøyer, 1842)",stade ontogénique,oeufs,bouc Arctique oeuf,Arctic eualid egg,SQ,8075,075_00901,2311,,,,,2321,96805,158357,Eualus fabricii,"(Krøyer, 1841)",exact,accepted,158357,Eualus fabricii,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,fabricii,,1,,,,1,1,1,1,,,1
1961,641,,8081,Eualus gaimardii belcheri,"(Bell, 1855)",revision,,bouc de Belcher,Belcher's eualid,SQ,8081,075_00904,,,,,,,96808,158358,Eualus gaimardii belcheri,"(Bell, 1855)",exact,status change,158358,Eualus gaimardii belcheri,"(Bell, 1855)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,gaimardii,belcheri,,,,,,,,,1,,1
1962,642,8080,,Eualus gaimardii gaimardii,"(H. Milne Edwards, 1837)",revision,,bouc de Gaimard,Gaimard's eualid,SQ,8080,075_00905,,,,,,,96809,515737,Eualus gaimardii gaimardii,"(H. Milne Edwards, 1837 [in Milne Edwards, 1834-1840])",exact,status change,515737,Eualus gaimardii gaimardii,"(H. Milne Edwards, 1837 [in Milne Edwards, 1834-1840])",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,gaimardii,,1,,,,,,,,1,,1
1963,640,8079,,Eualus gaimardii,"(H. Milne Edwards, 1837)", ,,bouc circumpolaire,circumpolar eualid,SQ,8079,075_00906,2333,,,,,2322,96807,107504,Eualus gaimardii,"(H. Milne Edwards, 1837 [in H. Milne Edwards, 1834-1840])",exact,accepted,107504,Eualus gaimardii,"(H. Milne Edwards, 1837 [in Milne Edwards, 1834-1840])",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,gaimardii,,1,,,,1,,1,1,,,
1964,643,8077,,Eualus macilentus,"(Krøyer, 1842)",,,bouc du Groenland,Greenland shrinp (egg),SQ,,075_00902,2331,,,,,2323,96815,158359,Eualus macilentus,"(Krøyer, 1841)",exact,accepted,158359,Eualus macilentus,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,macilentus,,1,,,,1,1,1,1,,,1
1965,643,8077,,Eualus macilentus,"(Krøyer, 1842)",stade ontogénique,oeufs,bouc du Groenland oeuf,Greenland shrinp (egg),SQ,,075_00902,,,,,,2323,96815,158359,Eualus macilentus,"(Krøyer, 1841)",exact,accepted,158359,Eualus macilentus,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,macilentus,,1,,,,1,1,1,1,,,1
1966,,,,Spirontocaris macilentus,,non-valide,,bouc (Spirontocaris macilentus),shrimp (Spirontocaris macilentus),,,,2314,,,,,,,158359,Eualus macilentus,"(Krøyer, 1841)",exact,accepted,158359,Eualus macilentus,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,macilentus,,1,,,,,,,,1,,1
1967,644,8076,,Eualus pusiolus,"(Krøyer, 1841)",,,bouc poupée,doll eualid,SQ,8076,075_00903,2317,,,,,2324,96811,107507,Eualus pusiolus,"(Krøyer, 1841)",exact,accepted,107507,Eualus pusiolus,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,pusiolus,,1,,0,,1,1,1,1,,,1
1968,645,8078,,Eualus stoneyi,"Rathbun, 1902",non-valide,,bouc (Eualus stoneyi),comb-beak eualid,AC1,8078,075_00902,,,,,,,96813,584794,Eualus stoneyi,"(Rathbun, 1902)",exact,unaccepted,158359,Eualus macilentus,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,stoneyi,,,,,,,,,,1,,
1969,638,8074,,Eualus,"Thallwitz, 1892",,,bouc (Eualus sp.),eualid (Eualus sp.),SQ,8074,075_00900,2330,,,,,2320,96801,106986,Eualus,"Thallwitz, 1891",exact,accepted,106986,Eualus,"Thallwitz, 1891",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,,,,1,1,0,,,,,,1,,
1970,649,8092,,Lebbeus groenlandicus,"(Fabricius, 1775)",,,crevette du Groenland,spiny lebbeid,SQ,8092,075_01501,2319,,,,,2331,96787,107520,Lebbeus groenlandicus,"(Fabricius, 1775)",exact,accepted,107520,Lebbeus groenlandicus,"(Fabricius, 1775)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,,groenlandicus,,1,,0,,1,1,1,1,,,1
1971,650,8095,,Lebbeus microceros,"(Krøyer, 1842)",,,crevette zebrée,zebra lebbeid,SQ,8095,075_01502,,,,,,2332,96797,158362,Lebbeus microceros,"(Krøyer, 1841)",exact,accepted,158362,Lebbeus microceros,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,,microceros,,1,,,,1,1,1,1,,,1
1972,651,8093,,Lebbeus polaris,"(Sabine, 1821)",,,crevette polaire,polar lebbeid,SQ,8093,075_01503,2312,,,,,2333,96792,107521,Lebbeus polaris,"(Sabine, 1824)",exact,accepted,107521,Lebbeus polaris,"(Sabine, 1824)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,,polaris,,1,,0,,1,1,1,1,,,1
1973,652,8094,,Lebbeus zebra,"(Leim, 1921)",non-valide,,crevette zebrée,zebra lebbeid,AC1,8094,075_01502,2321,,,,,2334,96794,584798,Lebbeus zebra,"(Leim, 1921)",exact,unaccepted,158362,Lebbeus microceros,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,,zebra,,,,,,,,,,1,,
1974,648,8091,,Lebbeus,"White, 1847",,,bouc (Lebbeus sp.),lebbeids,SQ,8091,,2320,,,,,2330,96786,106989,Lebbeus,"White, 1847",exact,accepted,106989,Lebbeus,"White, 1847",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus,,,,1,0,0,,,,,,1,,
1975,654,8087,,Spirontocaris liljeborgii,"(Danielssen, 1859)",,,bouc épineux,friendly blade shrimp,ITIS,8087,075_02903,2313,,,,,2341,660041,107531,Spirontocaris liljeborgii,"(Danielssen, 1859)",exact,accepted,107531,Spirontocaris liljeborgii,"(Danielssen, 1859)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,liljeborgii,,1,,0,,1,1,1,1,,,1
1976,655,8086,,Spirontocaris phippsii,"(Krøyer, 1841)",,,bouc ponctué,punctate blade shrimp,ITIS,8086,075_02902,2315,,,,,2342,96761,107532,Spirontocaris phippsii,"(Krøyer, 1841)",exact,accepted,107532,Spirontocaris phippsii,"(Krøyer, 1841)",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,phippsii,,1,,0,,1,1,1,1,,,1
1977,656,8085,,Spirontocaris spinus,"(Sowerby, 1805)",,,bouc perroquet,parrot shrimp,SQ,8085,075_02901,2316,,,,,2343,96775,107533,Spirontocaris spinus,"(Sowerby, 1805 [in Sowerby, 1804-1806])",exact,accepted,107533,Spirontocaris spinus,"(Sowerby, 1805 [in Sowerby, 1804-1806])",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,spinus,,1,,0,,1,1,1,1,,,1
1978,653,8084,,Spirontocaris,"Bate, 1888",,,bouc (Spirontocaris sp.),blade shrimps,SQ,8084,,2310,,,,,2340,96756,106994,Spirontocaris,"Spence Bate, 1888",exact,accepted,106994,Spirontocaris,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,,,,1,0,0,,,,,,1,,
1979,743,8242,,Xanthidae,"MacLeay, 1838",,,crabe (Xanthidae),mud crab,SQ,8242,,,,,,,,98748,106769,Xanthidae,"MacLeay, 1838",exact,accepted,106769,Xanthidae,"MacLeay, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,,,,,1,,,,,,,,1,,
1980,603,8019,,Decapoda,"Latreille, 1803",,,crustacé decapode,crustacean decapod larvae,SQ,8019,000_00000,,,,,,,95599,1130,Decapoda,"Latreille, 1802",exact,accepted,1130,Decapoda,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,1,,,,,,1,,
1981,603,8019,,Decapoda,"Latreille, 1803",stade ontogénique,oeufs,crustacé decapode oeuf,crustacean decapod larvae,SQ,8019,000_00000,1310,,,,,,95599,1130,Decapoda,"Latreille, 1802",exact,accepted,1130,Decapoda,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,1,,,,,,1,,
1982,603,8019,,Decapoda,"Latreille, 1803",stade ontogénique,larves,crustacé decapode larve,crustacean decapod larvae,SQ,8019,000_00000,2010,,,,,,95599,1130,Decapoda,"Latreille, 1802",exact,accepted,1130,Decapoda,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,1,,,,,,1,,
1983,604,8020,,Dendrobranchiata / Caridea,,composite,,crevette (générique),shrimp (generic),AC2,,,,,,,,,95600,106669,Dendrobranchiata,"Spence Bate, 1888",exact,accepted,106669,Dendrobranchiata,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1984,605,8021,,Penaeoidea,"Rafinesque-Schmaltz, 1815",,,crevette (Penaeoidea),shrimp (Penaeoidea),PER,8021,,,638,,,,,95601,106683,Penaeoidea,"Rafinesque, 1815",exact,accepted,106683,Penaeoidea,"Rafinesque, 1815",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1985,614,8037,,Caridea,"Dana, 1852",,,crevette caridées,caridean shrimp,SQ,8037,,3240,,,,,2000,96106,106674,Caridea,"Dana, 1852",exact,accepted,106674,Caridea,"Dana, 1852",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,1,1,,,,,,1,,
1986,679,8140,,Reptantia,"Boas, 1880",non-valide,,crustacé (Reptantia),(Reptantia),SQ,,,,,,,,,,,Reptantia,"Boas, 1880",none,,148412,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,,,1,,
1987,680,8141,,Macrura,,non-valide,,crustacé (Macrura),(Macrura),,,,,,,,,3000,,856793,Macrura,"Latreille, 1802",exact,unaccepted,856793,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,,,1,,
1988,695,8157,,Anomura,"Boas, 1880",,,decapode (Anomura),(Anomura),SQ,8157,078A_00000,2516,,,,,3100,97698,106671,Anomura,"MacLeay, 1838",exact,accepted,106671,Anomura,"MacLeay, 1838",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1989,717,8203,,Brachyura,"Latreille, 1802",,,crabe,crab,AC2,8203,079A_00000,2510,619,71,707,,3200,98276,106673,Brachyura,"Latreille, 1802",exact,accepted,106673,Brachyura,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,1,,,,,,1,,
1990,717,8203,,Brachyura,"Latreille, 1802",stade ontogénique,oeufs,crabe,crab,AC2,8203,079A_00000,1314,,,,,3200,98276,106673,Brachyura,"Latreille, 1802",exact,accepted,106673,Brachyura,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,1,,,,,,1,,
1991,,,,Astacidea,"Latreille, 1803",,,(Astacidea),(Astacidea),SQ,,,,,,,,,206931,106672,Astacidea,"Latreille, 1802",exact,accepted,106672,Astacidea,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1992,,,,Dendrobranchiata,"Bate, 1888",,,crevette (Dendrobranchiata),shrimp (Dendrobranchiata),SQ,,,,,,,,,95600,106669,Dendrobranchiata,"Spence Bate, 1888",exact,accepted,106669,Dendrobranchiata,"Spence Bate, 1888",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1993,,,,Natantia,,non-valide,,crevette (générique),shrimp (generic),,8020,,2100,,72,,,2000,684684,,Natantia,"Boas, 1880",none, ,181484,,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,,,1,,
1994,,,,Paguroidea,"Latreille, 1802",,,bernard l'ermite,hermit crab,ITIS,,,2560,,,,,3110,206947,106687,Paguroidea,"Latreille, 1802",exact,accepted,106687,Paguroidea,"Latreille, 1802",Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
1995,,,,Palinura,"Latreille, 1803",non-valide,,(Palinura),(Palinura),SQ,,,,,,,,,97645,106675,Palinura,"Latreille, 1802",exact,unaccepted,106675,Pleocyemata,,Animalia,Arthropoda,Malacostraca,Decapoda,,,,,,1,,,,,,,,1,,
